UTF-8
(sost.)|abesenŧio|abesensio|absinŧio|absinsio|abisinŧio|apisinŧio|apisinsio|apsinŧio|apsinsio|asenŧio|asensio|asinŧio|asinsio|arsinŧio|arsinsio|bonmaistro|bomaistro|maistro ménego
abisinŧio|1
(sost.)|abesenŧio|abesensio|absinŧio|absinsio|abisinsio|apisinŧio|apisinsio|apsinŧio|apsinsio|asenŧio|asensio|asinŧio|asinsio|arsinŧio|arsinsio|bonmaistro|bomaistro|maistro ménego
abitansa|1
(sost.)|bitaŧion|bitasion|abitaŧion|abitasion|kaxa|domiŧilio|domisilio|domisiƚio|bitanŧa|bitansa|abitanŧa
abitanŧa|1
(sost.)|bitaŧion|bitasion|abitaŧion|abitasion|kaxa|domiŧilio|domisilio|domisiƚio|bitanŧa|bitansa|abitansa
abitar|1
(v.)|bitar
abitasion|1
(sost.)|bitaŧion|bitasion|abitaŧion|kaxa|domiŧilio|domisilio|domisiƚio|bitanŧa|bitansa|abitanŧa|abitansa
abitaŧion|1
(sost.)|bitaŧion|bitasion|abitasion|kaxa|domiŧilio|domisilio|domisiƚio|bitanŧa|bitansa|abitanŧa|abitansa
abitúden|1
(sost.)|bitúden|abitúdin|abetúdin
abitúdin|1
(sost.)|bitúden|abitúden|abetúdin
abiƚitar|1
(v.)|abilitar|fakoltiđar|fakoltixar
ablòko|1
(sost.)|blòko|abròko|bròko|blòka
abondansa|2
(sost.)|abondanŧia|abondansia|bondanŧia|bondansia|abondanŧa|bondanŧa|bondansa|abundanŧia|abundansia
(av.)|xbako|abondanŧia|abondansia|bondanŧia|bondansia|abondanŧa|bondanŧa|bondansa|abundanŧia|abundansia
abondansia|2
(sost.)|abondanŧia|bondanŧia|bondansia|abondanŧa|abondansa|bondanŧa|bondansa|abundanŧia|abundansia
(av.)|xbako|abondanŧia|bondanŧia|bondansia|abondanŧa|abondansa|bondanŧa|bondansa|abundanŧia|abundansia
abondanŧa|2
(sost.)|abondanŧia|abondansia|bondanŧia|bondansia|abondansa|bondanŧa|bondansa|abundanŧia|abundansia
(av.)|xbako|abondanŧia|abondansia|bondanŧia|bondansia|abondansa|bondanŧa|bondansa|abundanŧia|abundansia
abondanŧia|2
(sost.)|abondansia|bondanŧia|bondansia|abondanŧa|abondansa|bondanŧa|bondansa|abundanŧia|abundansia
(av.)|xbako|abondansia|bondanŧia|bondansia|abondanŧa|abondansa|bondanŧa|bondansa|abundanŧia|abundansia
abordir|1
(v.)|bortir|bordir|abortir
abortir|1
(v.)|bortir|bordir|abordir
aboè|1
(sost.)|abuè|oboè|obuè
abrasamento|1
(sost.)|abraŧamento|abraŧo|abraso
abraso|1
(sost.)|abraŧamento|abrasamento|abraŧo
abraŧamento|1
(sost.)|abrasamento|abraŧo|abraso
abraŧo|1
(sost.)|abraŧamento|abrasamento|abraso
abreixmo|1
(sost.)|ebreixmo
abrenonsio|1
(av.)|abernonŧio|abernonsio|abrenonŧio|abrenunŧio|abrenunsio|bernonŧio|bernonsio|barnonŧio|barnonsio
abrenonŧio|1
(av.)|abernonŧio|abernonsio|abrenonsio|abrenunŧio|abrenunsio|bernonŧio|bernonsio|barnonŧio|barnonsio
abrenunsio|1
(av.)|abernonŧio|abernonsio|abrenonŧio|abrenonsio|abrenunŧio|bernonŧio|bernonsio|barnonŧio|barnonsio
abrenunŧio|1
(av.)|abernonŧio|abernonsio|abrenonŧio|abrenonsio|abrenunsio|bernonŧio|bernonsio|barnonŧio|barnonsio
abreviar|1
(v.)|breviar
abrexè|1
(av.)|abrexé
abrexé|1
(av.)|abrexè
abril|1
(sost. pròp.)|aprile|april|apriƚe|abrile|abriƚe|avrile|avril|avriƚe|averile|averil|averiƚe|verile|veril|veriƚe
abrile|1
(sost. pròp.)|aprile|april|apriƚe|abril|abriƚe|avrile|avril|avriƚe|averile|averil|averiƚe|verile|veril|veriƚe
abriƚe|1
(sost. pròp.)|aprile|april|apriƚe|abrile|abril|avrile|avril|avriƚe|averile|averil|averiƚe|verile|veril|veriƚe
abrèo|1
(aj. kual.)|ebrèo
abròko|1
(sost.)|blòko|ablòko|bròko|blòka
absinsio|1
(sost.)|abesenŧio|abesensio|absinŧio|abisinŧio|abisinsio|apisinŧio|apisinsio|apsinŧio|apsinsio|asenŧio|asensio|asinŧio|asinsio|arsinŧio|arsinsio|bonmaistro|bomaistro|maistro ménego
absinŧio|1
(sost.)|abesenŧio|abesensio|absinsio|abisinŧio|abisinsio|apisinŧio|apisinsio|apsinŧio|apsinsio|asenŧio|asensio|asinŧio|asinsio|arsinŧio|arsinsio|bonmaistro|bomaistro|maistro ménego
abstèmio|1
(aj. kual.)|astèmio
abundansia|2
(sost.)|abondanŧia|abondansia|bondanŧia|bondansia|abondanŧa|abondansa|bondanŧa|bondansa|abundanŧia
(av.)|xbako|abondanŧia|abondansia|bondanŧia|bondansia|abondanŧa|abondansa|bondanŧa|bondansa|abundanŧia
abundanŧia|2
(sost.)|abondanŧia|abondansia|bondanŧia|bondansia|abondanŧa|abondansa|bondanŧa|bondansa|abundansia
(av.)|xbako|abondanŧia|abondansia|bondanŧia|bondansia|abondanŧa|abondansa|bondanŧa|bondansa|abundansia
abuxion|1
(sost.)|abuxo
abuxo|1
(sost.)|abuxion
abuè|1
(sost.)|aboè|oboè|obuè
abà|1
(sost.)|baxo
abòrdo|1
(sost.)|abòrto
abòrto|1
(sost.)|abòrdo
adakuar|1
(v.)|dakuar
adeguar|1
(v.)|adekuar
adekuar|1
(v.)|adeguar
adinpir|1
(v.)|adinplir
adinplir|1
(v.)|adinpir
adintar|1
(v.)|alturiar|olturiar|aldegar|adiutar|aidar|ajar|aɉar|jutar|ɉutar|sokórer
adiritura|1
(av.)|diritura|diritiro|deritiro
adiutar|1
(v.)|alturiar|olturiar|aldegar|adintar|aidar|ajar|aɉar|jutar|ɉutar|sokórer
adonka|1
(av.)|andonka|donka|ordonka|dunke|dunkue
adove|2
(aj. int.,pron.)|onde|onve|dove|indove|andove|indó’|andé
(pron. int.)|dove|doe
adrio|1
(sost. pròp.)|ladrio|ƚadrio
adrío|1
(av.)|dredo|dreo|drio|drie|endrío|endrí|drïan
adun|1
(av.)|in sfexa
advogador|1
(sost.)|avogador
advokar|1
(v.)|avokar
advokato|1
(sost.)|avokato|vokato
adèso|1
(av.)|dèso|de bòta|de bòto
aeraro|1
(sost.)|èlera|èƚera|èrola|èroƚa|rèola|rèoƚa|èdara|ènera|èrena|èrna
afaraso|1
(sost.)|farato|faraŧo|faraso|afaraŧo
afaraŧo|1
(sost.)|farato|faraŧo|faraso|afaraso
afareto|1
(sost.)|dafareto
aforsar|1
(v.)|aforŧar|sforŧar|sforsar
aforŧar|1
(v.)|aforsar|sforŧar|sforsar
afronto|1
(sost.)|arlaso
agariol|1
(sost.)|guxelèr|guxeƚèr|agarol|agaroƚo|agarioƚo|agaròl|agaròƚo|agariòl|agariòƚo
agarioƚo|1
(sost.)|guxelèr|guxeƚèr|agarol|agaroƚo|agariol|agaròl|agaròƚo|agariòl|agariòƚo
agariòl|1
(sost.)|guxelèr|guxeƚèr|agarol|agaroƚo|agariol|agarioƚo|agaròl|agaròƚo|agariòƚo
agariòƚo|1
(sost.)|guxelèr|guxeƚèr|agarol|agaroƚo|agariol|agarioƚo|agaròl|agaròƚo|agariòl
agarol|1
(sost.)|guxelèr|guxeƚèr|agaroƚo|agariol|agarioƚo|agaròl|agaròƚo|agariòl|agariòƚo
agaroƚo|1
(sost.)|guxelèr|guxeƚèr|agarol|agariol|agarioƚo|agaròl|agaròƚo|agariòl|agariòƚo
agaròl|1
(sost.)|guxelèr|guxeƚèr|agarol|agaroƚo|agariol|agarioƚo|agaròƚo|agariòl|agariòƚo
agaròƚo|1
(sost.)|guxelèr|guxeƚèr|agarol|agaroƚo|agariol|agarioƚo|agaròl|agariòl|agariòƚo
ago da kúxar|1
(sost.)|’uxèla|’uxèƚa|ucar|guxèla|guxèƚa|guca|ago da kúxer
ago da kúxer|1
(sost.)|’uxèla|’uxèƚa|ucar|guxèla|guxèƚa|guca|ago da kúxar
ago de l’ ava|1
(sost.)|spin de l’ ava|agúi
agon|1
(sost.)|pontariòl (cèo)|pontariòƚo (cèo)|maríbola|maríboƚa|marídola|marídoƚa|gariŧo (grando)|gariso (grando)|đírol|xírol|xíroƚo|anguèla agonà|anguèƚa agonà|menelòto|meneƚòto|riŧòto|risòto
agonía|1
(sost.)|angonía
agost|1
(sost. pròp.)|agosto|agusto|agust|avosto|avost|aosto|aost
agostan|1
(aj. kual.)|agostaroƚo|ostarol|ostaroƚo|agostarol|ostan
agostanèl|1
(aj. kual.)|agostanèƚo|ostanèl|ostanèƚo
agostanèƚo|1
(aj. kual.)|agostanèl|ostanèl|ostanèƚo
agostarol|1
(aj. kual.)|agostan|agostaroƚo|ostarol|ostaroƚo|ostan
agostaroƚo|1
(aj. kual.)|agostan|ostarol|ostaroƚo|agostarol|ostan
agosto|1
(sost. pròp.)|agost|agusto|agust|avosto|avost|aosto|aost
agoxin|1
(sost.)|aguŧin|agusin|agođin
agođin|1
(sost.)|aguŧin|agusin|agoxin
agrafar|1
(v.)|đafar|xafar
agravar|1
(v.)|gravar
agreo|1
(sost.)|grason|grasun|kreson|greson|nastruŧo akuàtego|nastruso akuàtego|nasturŧio akuàtego|nastursio akuàtego|salata da i fòsi|saƚata da i fòsi
agresa|1
(aj. kual.)|aspreŧa|aspresa|agreŧa|asprità
agresion|1
(sost.)|rapina
agreŧa|1
(aj. kual.)|aspreŧa|aspresa|agresa|asprità
agrisar|1
(v.)|agriŧar|ingramir|gremir|ingremir
agriŧar|1
(v.)|agrisar|ingramir|gremir|ingremir
aguajà|1
(sost.)|axiado|axiao|axià|arkuilà|arkuiƚà|aguaɉà
agual|1
(aj. kual.)|ugual|uguaƚe|engual|enguaƚe|ingual|inguaƚe|egual|eguaƚe|aguaƚe|gual|guaƚe
aguan|1
(sost.)|guan|ano ventur
aguaral|1
(sost.)|akuaral|akuaraƚe|aguaraƚe|ekuaral|ekuaraƚe|eguaral|eguaraƚe
aguaraƚe|1
(sost.)|akuaral|akuaraƚe|aguaral|ekuaral|ekuaraƚe|eguaral|eguaraƚe
aguaso|2
(sost.)|leguaŧo|leguaso|ƚeguaso|aguaŧo|akuaŧo|akuaso|vaŧo|vaso
(sost.)|roxada|roxaa|roxà|aguaŧo|xguaŧo|xguaso|xvaŧo|xvaso
aguaŧo|2
(sost.)|leguaŧo|leguaso|ƚeguaso|aguaso|akuaŧo|akuaso|vaŧo|vaso
(sost.)|roxada|roxaa|roxà|aguaso|xguaŧo|xguaso|xvaŧo|xvaso
aguaƚe|1
(aj. kual.)|ugual|uguaƚe|engual|enguaƚe|ingual|inguaƚe|egual|eguaƚe|agual|gual|guaƚe
aguaɉà|1
(sost.)|axiado|axiao|axià|arkuilà|arkuiƚà|aguajà
agurar|1
(v.)|augurar|ingurar|gorar
agusin|1
(sost.)|aguŧin|agođin|agoxin
agust|1
(sost. pròp.)|agosto|agost|agusto|avosto|avost|aosto|aost
agusto|1
(sost. pròp.)|agosto|agost|agust|avosto|avost|aosto|aost
aguŧin|1
(sost.)|agusin|agođin|agoxin
agúi|1
(sost.)|ago de l’ ava|spin de l’ ava
ai|1
(int.)|oi|oimèi|oimè|aimèi|aimè
ai de kan|1
(sost.)|èrba ai
aidar|1
(v.)|alturiar|olturiar|aldegar|adiutar|adintar|ajar|aɉar|jutar|ɉutar|sokórer
aimè|1
(int.)|ai|oi|oimèi|oimè|aimèi
aimèi|1
(int.)|ai|oi|oimèi|oimè|aimè
airon|3
(sost.)|ajeron|aɉeron
(sost.)|xgarđo|xgarxo|xgarđo ŧenerin|xgarxo ŧenerin|xgarxo senerin|xgarđo ŧenarin|xgarxo ŧenarin|xgarxo senarin|garđo|garxo|xgarđo kanòr|xgarxo kanòr
(sost.)|arion|airon da ’l bèko negro|xguà|guà|xgarđo de ’l penaco|xgarxo de ’l penaco
airon bianko|1
(sost.)|xgarđo bianko|xgarxo bianko|garđo bianko|garxo bianko|xgarđèla bianka|xgarxèla bianka|xgarxèƚa bianka
airon da ’l bèko negro|1
(sost.)|airon|arion|xguà|guà|xgarđo de ’l penaco|xgarxo de ’l penaco
aitòrio|1
(sost.)|ajotòrio|aɉotòrio|ajutòrio|aɉutòrio|aotòrio|autòrio|alturio|altòrio|olturio|ajuto|aɉuto|juto|ɉuto
aivana|1
(sost.)|anguana|inguana
aivuoxo|1
(aj. kual.)|akuoxo
aixenpon|1
(sost.)|exenpon|aixepon|laxinpon|ƚaxinpon
aixenpóner|1
(sost.)|exenpóner|aixepóner
aixepon|1
(sost.)|exenpon|aixenpon|laxinpon|ƚaxinpon
aixepóner|1
(sost.)|exenpóner|aixenpóner
aja|1
(sost.)|aɉa|tata
ajar|1
(v.)|alturiar|olturiar|aldegar|adiutar|adintar|aidar|aɉar|jutar|ɉutar|sokórer
ajarin|1
(sost.)|ajerin|aɉerin|aɉarin
ajasar|1
(v.)|ajaŧar|aɉaŧar|aɉasar|injaŧar|injasar|inɉaŧar|inɉasar
ajaŧar|1
(v.)|ajasar|aɉaŧar|aɉasar|injaŧar|injasar|inɉaŧar|inɉasar
ajerin|1
(sost.)|aɉerin|ajarin|aɉarin
ajeron|1
(sost.)|airon|aɉeron
ajotòrio|1
(sost.)|aɉotòrio|ajutòrio|aɉutòrio|aotòrio|autòrio|aitòrio|alturio|altòrio|olturio|ajuto|aɉuto|juto|ɉuto
ajuto|1
(sost.)|ajotòrio|aɉotòrio|ajutòrio|aɉutòrio|aotòrio|autòrio|aitòrio|alturio|altòrio|olturio|aɉuto|juto|ɉuto
ajutòrio|1
(sost.)|ajotòrio|aɉotòrio|aɉutòrio|aotòrio|autòrio|aitòrio|alturio|altòrio|olturio|ajuto|aɉuto|juto|ɉuto
ajèr|1
(av.)|jèri|ɉèri|jèr|ɉèr|aɉèr|èri|jeri|ɉeri|aljèri|alɉèri
ajòl|1
(sost.)|maŧakaval|masakaval|masakavaƚo|ajòƚo|aɉòl|aɉòƚo
ajòƚo|1
(sost.)|maŧakaval|masakaval|masakavaƚo|ajòl|aɉòl|aɉòƚo
akadudo|1
(sost.)|intraveñudo|intraveñúo|intraveñú|suŧèso|susèso|akadúo|akadú
akadú|1
(sost.)|intraveñudo|intraveñúo|intraveñú|suŧèso|susèso|akadudo|akadúo
akadúo|1
(sost.)|intraveñudo|intraveñúo|intraveñú|suŧèso|susèso|akadudo|akadú
akistar|1
(v.)|akuistar
akorada|1
(sost.)|akoramento
akoramento|1
(sost.)|akorada
akua|1
(sost.)|àiva|brun (inf.)|brun–brun (inf.)
akuaraja|1
(sost.)|akuaraɉa|akuarèja|akuarèɉa
akuaral|1
(sost.)|akuaraƚe|aguaral|aguaraƚe|ekuaral|ekuaraƚe|eguaral|eguaraƚe
akuaraƚe|1
(sost.)|akuaral|aguaral|aguaraƚe|ekuaral|ekuaraƚe|eguaral|eguaraƚe
akuaraɉa|1
(sost.)|akuaraja|akuarèja|akuarèɉa
akuariol|1
(sost.)|portakua|bigolante|bigoƚante|akuarol|akuaroƚo|akuaròl|akuaròƚo|akuarioƚo|akuariòl|akuariòƚo
akuarioƚo|1
(sost.)|portakua|bigolante|bigoƚante|akuarol|akuaroƚo|akuaròl|akuaròƚo|akuariol|akuariòl|akuariòƚo
akuariòl|1
(sost.)|portakua|bigolante|bigoƚante|akuarol|akuaroƚo|akuaròl|akuaròƚo|akuariol|akuarioƚo|akuariòƚo
akuariòxa|1
(sost.)|akuaròxa
akuariòƚo|1
(sost.)|portakua|bigolante|bigoƚante|akuarol|akuaroƚo|akuaròl|akuaròƚo|akuariol|akuarioƚo|akuariòl
akuarol|1
(sost.)|portakua|bigolante|bigoƚante|akuaroƚo|akuaròl|akuaròƚo|akuariol|akuarioƚo|akuariòl|akuariòƚo
akuaroƚo|1
(sost.)|portakua|bigolante|bigoƚante|akuarol|akuaròl|akuaròƚo|akuariol|akuarioƚo|akuariòl|akuariòƚo
akuarèja|1
(sost.)|akuaraja|akuaraɉa|akuarèɉa
akuarèla|1
(sost.)|akuarèƚa|akuerèla|akuerèƚa|akuixiòla|akuixiòƚa
akuarèƚa|1
(sost.)|akuarèla|akuerèla|akuerèƚa|akuixiòla|akuixiòƚa
akuarèɉa|1
(sost.)|akuaraja|akuaraɉa|akuarèja
akuaròl|1
(sost.)|portakua|bigolante|bigoƚante|akuarol|akuaroƚo|akuaròƚo|akuariol|akuarioƚo|akuariòl|akuariòƚo
akuaròxa|1
(sost.)|akuariòxa
akuaròƚo|1
(sost.)|portakua|bigolante|bigoƚante|akuarol|akuaroƚo|akuaròl|akuariol|akuarioƚo|akuariòl|akuariòƚo
akuasa|1
(sost.)|akuaŧa|akuon
akuaso|1
(sost.)|leguaŧo|leguaso|ƚeguaso|aguaŧo|aguaso|akuaŧo|vaŧo|vaso
akuavida|1
(sost.)|akuavita|ranpegamuri|rabaltaòmini
akuavita|1
(sost.)|akuavida|ranpegamuri|rabaltaòmini
akuaŧa|1
(sost.)|akuasa|akuon
akuaŧo|1
(sost.)|leguaŧo|leguaso|ƚeguaso|aguaŧo|aguaso|akuaso|vaŧo|vaso
akua–mistrà|1
(sost.)|ŧàpega|sàpega
akuerèla|1
(sost.)|akuarèla|akuarèƚa|akuerèƚa|akuixiòla|akuixiòƚa
akuerèƚa|1
(sost.)|akuarèla|akuarèƚa|akuerèla|akuixiòla|akuixiòƚa
akueta|1
(sost.)|koleta|koƚeta
akuileta|1
(sost.)|akuilòto macà|akuiƚòto macà|àkuila macada|àkuiƚa macada|àkuila macaa|àkuiƚa macaa|àkuila píkola|àkuiƚa píkoƚa|akuiƚeta
akuilòto macà|1
(sost.)|akuiƚòto macà|àkuila macada|àkuiƚa macada|àkuila macaa|àkuiƚa macaa|àkuila píkola|àkuiƚa píkoƚa|akuileta|akuiƚeta
akuistar|1
(v.)|akistar
akuisto|1
(sost.)|konpra|kónpera
akuixiòla|1
(sost.)|akuarèla|akuarèƚa|akuerèla|akuerèƚa|akuixiòƚa
akuixiòƚa|1
(sost.)|akuarèla|akuarèƚa|akuerèla|akuerèƚa|akuixiòla
akuiƚeta|1
(sost.)|akuilòto macà|akuiƚòto macà|àkuila macada|àkuiƚa macada|àkuila macaa|àkuiƚa macaa|àkuila píkola|àkuiƚa píkoƚa|akuileta
akuiƚòto macà|1
(sost.)|akuilòto macà|àkuila macada|àkuiƚa macada|àkuila macaa|àkuiƚa macaa|àkuila píkola|àkuiƚa píkoƚa|akuileta|akuiƚeta
akuon|1
(sost.)|akuaŧa|akuasa
akuoxo|1
(aj. kual.)|aivuoxo
akuxar|1
(v.)|akuxiar
akuxiar|1
(v.)|akuxar
akòrdo|1
(sost.)|kordanŧa|kordansa
akòrxar|1
(v.)|akòrđer|akòrxer|inakòrđer|inakòrxer|inakòrxar|inkòrđer|inkòrxer|inkòrxar
akòrxer|1
(v.)|akòrđer|akòrxar|inakòrđer|inakòrxer|inakòrxar|inkòrđer|inkòrxer|inkòrxar
akòrđer|1
(v.)|akòrxer|akòrxar|inakòrđer|inakòrxer|inakòrxar|inkòrđer|inkòrxer|inkòrxar
albaradura|1
(sost.)|albaraura|arboradura|arboraura
albaraura|1
(sost.)|albaradura|arboradura|arboraura
albedo|1
(sost.)|abedo|albeo|albío|peŧ|peŧo|peso|avedin
albeo|1
(sost.)|abedo|albedo|albío|peŧ|peŧo|peso|avedin
albergar|1
(v.)|albregar
albio|1
(sost.)|bréndol|bréndoƚo|beverador|beveraor|vetur|kurito|korito
albitrio|1
(sost.)|albitro|albritio|arbitrio
albitro|1
(sost.)|albitrio|albritio|arbitrio
alborada|1
(sost.)|alboradura
alboradura|1
(sost.)|alborada
alborar|1
(v.)|arborar
alboreto|1
(sost.)|arboreto
albregar|1
(v.)|albergar
albritio|1
(sost.)|albitrio|albitro|arbitrio
albro|1
(sost.)|àlber|àrber|àlbaro|àlbore|àrbore|anbro
albuòl|1
(sost.)|albòl|albòƚo|albuòƚo|arbuòl|arbuòƚo
albuòƚo|1
(sost.)|albòl|albòƚo|albuòl|arbuòl|arbuòƚo
albío|1
(sost.)|abedo|albedo|albeo|peŧ|peŧo|peso|avedin
albòl|1
(sost.)|albòƚo|albuòl|albuòƚo|arbuòl|arbuòƚo
albòƚo|1
(sost.)|albòl|albuòl|albuòƚo|arbuòl|arbuòƚo
aldar|1
(v.)|aldir|audir|oldir
aldegar|1
(v.)|alturiar|olturiar|adiutar|adintar|aidar|ajar|aɉar|jutar|ɉutar|sokórer
aldidor|1
(sost.)|oldidor
aldir|1
(v.)|aldar|audir|oldir
aldor|1
(sost.)|ardor
aleandro|1
(sost.)|leandro|ƚeandro|aƚeandro
aledòn|1
(eskl.)|aƚedòn|alòn|aƚòn|alò|aƚò
alegrar|1
(v.)|aƚegrar|ralegrar|raƚegrar
alegro|1
(aj. kual.)|legro|ƚegro|aƚegro
alegron|1
(sost.)|galavron|gaƚavron|gralaon|graƚaon|gravalon|gravaƚon|galeron|gaƚeron|garlaon|gravelaron|graveƚaron|galegron|gaƚegron|aƚegron|gravòn|grovòn|kalavron|kaƚavron|kalabron|kaƚabron|kavalaron|kavaƚaron|avon
alegría|1
(sost.)|legría|aƚegría|liegría|materana|matarana|matorana
aletar|1
(v.)|gondolar|gondoƚar|gendoliđar|gendolixar|gendoƚixar|aƚetar
alevar|1
(v.)|aƚevar|arlevar
alfibio|1
(aj. kual.)|anfibio
alfin|1
(av.,prep.)|infin|infina|insina|enfina|defin|defina|fina|fin
alfièr|1
(sost.)|arfièr
alguar|1
(sost.)|alkuar|solkar|solko|folko
algun|1
(aj. kual.,kuant.)|alkun
alin|1
(sost.)|batïalon|batïaƚon|stoparòla|stoparòƚa|orbaròl|orbaròƚo|grixeto|ganbe de fèro|batïale|batïaƚe|ŧixato|sixato|valexan|vaƚexan|viŧia|visia|aƚin
alinpio|1
(aj. kual.)|alínpigo|aƚínpigo|aƚinpio
aljiri|1
(sost.)|írios|spadaŧiòla|spadasiòla|spadasiòƚa|alɉiri
aljèri|1
(av.)|jèri|ɉèri|jèr|ɉèr|ajèr|aɉèr|èri|jeri|ɉeri|alɉèri
alkimista|1
(sost.)|arkimista
alkimía|1
(sost.)|arkimía
alkuar|1
(sost.)|alguar|solkar|solko|folko
alkun|1
(aj. kual.,kuant.)|algun
almanko|1
(av.)|almen
almaro|1
(sost.)|armèr|armaro|maro|almèr|armoèr|armoar|armoà|armuà
almaron|1
(sost.)|armeron|armaron|almeron
almen|1
(av.)|almanko
almeron|1
(sost.)|armeron|armaron|almaron
almirante|1
(sost.)|amirante
almorado|1
(sost. pròp.)|almorao|almorò|armorado|armorao|armorò
almorao|1
(sost. pròp.)|almorado|almorò|armorado|armorao|armorò
almorò|1
(sost. pròp.)|almorado|almorao|armorado|armorao|armorò
almusia|1
(sost.)|almuŧia|đanfarda|xanfarda
almuŧia|1
(sost.)|almusia|đanfarda|xanfarda
almèr|1
(sost.)|armèr|armaro|maro|almaro|armoèr|armoar|armoà|armuà
alnor|1
(sost.)|onor
alnoransa|1
(sost.)|alnoranŧa|onoranŧa|onoransa
alnoranŧa|1
(sost.)|alnoransa|onoranŧa|onoransa
alnèsto|1
(aj. kual.)|onèsto
alokato|2
(sost.)|ŧoeton|soeton|aƚokato|aloko|aƚoko|aƚòko|aluko|aƚuko|alòko gròso|alòko|aƚòko gròso|alòko ŧenerin|alòko senerin|aƚòko senerin|lòko|ƚòko|loko|ƚoko|luko|ƚuko|cuko
(sost.)|aƚokato|alòko de palú|aƚòko de paƚú|alòko de val|aƚòko de vaƚe
aloketo|1
(sost.)|cuso|cú|ŧuso|suso|klòdo|còdo|còo|cò|còko|còso|cuseto|aƚoketo
aloko|1
(sost.)|ŧoeton|soeton|alokato|aƚokato|aƚoko|aƚòko|aluko|aƚuko|alòko gròso|alòko|aƚòko gròso|alòko ŧenerin|alòko senerin|aƚòko senerin|lòko|ƚòko|loko|ƚoko|luko|ƚuko|cuko
alpestòk|1
(sost.)|alpistòk|pistòk
alpistòk|1
(sost.)|pistòk|alpestòk
alsana|1
(sost.)|alŧana|anŧana|ansana
alsebibo|1
(sost.)|ŧebibo|sebibo|alŧebibo|ŧibibo|sibibo
alsemin|1
(sost.)|arsemin|sexamin|seđamin|xensamin|xensimin|xesamin|đensamin|đensimin|đesamin
alsera|1
(av.)|jèr–sera|ɉèr–sera|jersera|ɉersera
alseta|2
(sost.)|alŧeta|alŧo|also
(sost.)|sfilŧeta|sfilseta|alŧeta
alsièl|1
(sost.)|alŧièl|alsièƚo|oxèl|oxèƚo|oxièl|oxièƚo|pipí (inf.)
alsièƚo|1
(sost.)|alŧièl|alsièl|oxèl|oxèƚo|oxièl|oxièƚo|pipí (inf.)
also|1
(sost.)|alŧeta|alseta|alŧo
alsíder|1
(v.)|alŧíder|olŧíder|olsíder|kopar
altana|1
(sost.)|antana|lòbia|ƚòbia|teraŧa|terasa
altar|1
(sost.)|autar|aultar|oltar|altrar|altèr|altaro
altariòl|1
(sost.)|kapitèl|kapitèƚo|altariòƚo
altariòƚo|1
(sost.)|kapitèl|kapitèƚo|altariòl
altaro|1
(sost.)|autar|aultar|oltar|altar|altrar|altèr
altarèl|1
(sost.)|altarèƚo|alteto
altarèƚo|1
(sost.)|altarèl|alteto
altena|1
(sost.)|antena
alteto|1
(sost.)|altarèl|altarèƚo
alto|1
(aj. kual.)|èlto
alto là|1
(int.)|alto ƚà|altolà|altoƚà|fermo là|fermo ƚà|fermolà|fermoƚà
alto ƚà|1
(int.)|alto là|altolà|altoƚà|fermo là|fermo ƚà|fermolà|fermoƚà
altolà|1
(int.)|alto là|alto ƚà|altoƚà|fermo là|fermo ƚà|fermolà|fermoƚà
altoƚà|1
